0,Builing energy (kWh),Date and time,External temperature (Celsius degree),Flat energy (kWh),Indoor Temp room 1 (ï¿½C),Indoor Temp room 2 (ï¿½C),Indoor Temp room 3 (ï¿½C),Surface
Date and time,,,,,,,,
Indoor Temp room 1 (ï¿½C),,,,,,,,
Indoor Temp room 2 (ï¿½C),,,,,,,,
Indoor Temp room 3 (ï¿½C),,,,,,,,
External temperature (Celsius degree),,,,,,,,
Flat energy (kWh),,,,,,,,
Builing energy (kWh),,,,,,,,
Surface,,,,,,,,
,"3,10",11/05/21 23:00,"5,63","2,56","19,90","17,54","16,09","417,00"
,"5,54",12/05/21 00:00,"3,91","5,44","19,07","17,01","15,96","417,00"
,"6,92",12/05/21 01:00,"3,64","6,68","19,05","17,08","15,88","417,00"
,"5,08",12/05/21 02:00,"3,52","5,18","18,96","16,69","15,92","417,00"
,"5,18",12/05/21 03:00,"3,57","5,05","18,94","16,80","15,92","417,00"
,"5,74",12/05/21 04:00,"3,43","5,81","18,99","16,81","15,92","417,00"
,"5,96",12/05/21 05:00,"3,00","5,84","19,01","16,96","15,83","417,00"
,"6,54",12/05/21 06:00,"3,11","6,22","19,11","17,00","15,87","417,00"
,"5,86",12/05/21 07:00,"3,15","5,51","19,01","16,94","15,88","417,00"
,"5,06",12/05/21 08:00,"3,91","4,80","19,14","16,99","15,95","417,00"
,"4,63",12/05/21 09:00,"4,75","4,47","19,28","17,27","15,93","417,00"
,"4,16",12/05/21 10:00,"5,59","4,12","19,70","17,93","16,00","417,00"
,"4,22",12/05/21 11:00,"6,61","4,16","19,87","17,97","16,01","417,00"
,"3,15",12/05/21 12:00,"7,48","3,07","19,91","17,86","16,00","417,00"
,"3,31",12/05/21 13:00,"7,74","3,20","19,83","17,85","16,04","417,00"
,"3,64",12/05/21 14:00,"7,23","3,67","19,97","17,74","16,04","417,00"
,"3,83",12/05/21 15:00,"6,03","3,75","19,80","17,68","16,04","417,00"
,"4,60",12/05/21 16:00,"4,31","4,53","19,35","17,19","15,96","417,00"
,"5,13",12/05/21 17:00,"2,74","4,87","19,12","16,88","15,97","417,00"
,"6,76",12/05/21 18:00,"1,91","6,49","19,08","17,26","16,02","417,00"
,"5,79",12/05/21 19:00,"1,74","5,60","18,92","16,69","15,92","417,00"
,"6,35",12/05/21 20:00,"2,05","6,28","18,92","17,07","15,91","417,00"
,"5,84",12/05/21 21:00,"1,39","5,75","18,92","16,94","15,86","417,00"
,"6,72",12/05/21 22:00,"1,20","6,63","18,83","16,75","15,71","417,00"
,"6,76",12/05/21 23:00,"1,21","6,44","18,79","16,98","15,77","417,00"
,"0,66",10/06/21 00:00,,"0,09","20,74","20,27","20,30","417,00"
,"0,66",10/06/21 01:00,,"0,09","20,62","20,23","20,28","417,00"
,"0,65",10/06/21 02:00,,"0,09","20,62","20,18","20,23","417,00"
,"0,66",10/06/21 03:00,,"0,09","20,59","20,13","20,18","417,00"
,"0,65",10/06/21 04:00,,"0,09","20,56","20,09","20,10","417,00"
,"0,99",10/06/21 05:00,,"0,09","20,49","20,06","20,09","417,00"
,"2,88",10/06/21 06:00,,"0,09","20,54","20,14","20,14","417,00"
,"2,88",10/06/21 07:00,,"0,09","20,62","20,23","20,19","417,00"
,"2,88",10/06/21 08:00,,"0,09","20,62","20,23","20,27","417,00"
,"2,87",10/06/21 09:00,,"0,08","20,62","20,21","20,27","417,00"
,"1,44",10/06/21 10:00,,"0,09","20,56","20,19","20,22","417,00"
,"1,86",10/06/21 11:00,,"0,09","20,57","20,11","20,12","417,00"
,"2,86",10/06/21 12:00,,"0,09","20,63","20,13","20,18","417,00"
,"2,88",10/06/21 13:00,,"0,09","20,77","20,23","20,33","417,00"
,"2,86",10/06/21 14:00,,"0,09","20,76","20,25","20,31","417,00"
,"2,87",10/06/21 15:00,,"0,09","20,76","20,28","20,37","417,00"
,"2,41",10/06/21 16:00,,"0,09","20,70","20,24","20,33","417,00"
,"0,65",10/06/21 17:00,,"0,09","20,47","20,05","20,13","417,00"
,"0,66",10/06/21 18:00,,"0,09","20,38","19,95","20,01","417,00"
,"0,66",10/06/21 19:00,,"0,09","20,29","19,91","19,91","417,00"
,"0,66",10/06/21 20:00,,"0,09","20,25","19,83","19,84","417,00"
,"0,65",10/06/21 21:00,,"0,09","20,08","19,75","19,73","417,00"
,"0,66",10/06/21 22:00,,"0,09","19,97","19,67","19,64","417,00"
,"0,65",10/06/21 23:00,,"0,09","19,87","19,61","19,56","417,00"
,"3,59",11/06/21 00:00,"5,17","3,09","19,85","17,57","16,14","417,00"
,"3,29",11/06/21 01:00,"4,77","2,63","19,66","17,13","16,15","417,00"
,"4,50",11/06/21 02:00,"4,08","3,96","19,60","16,91","16,12","417,00"
,"4,59",11/06/21 03:00,"3,92","4,17","19,75","17,37","16,14","417,00"
,"3,87",11/06/21 04:00,"3,48","3,29","19,54","17,07","16,09","417,00"
,"3,95",11/06/21 05:00,"3,89","3,54","19,55","16,91","16,17","417,00"
,"4,93",11/06/21 06:00,"3,86","4,62","19,48","16,75","16,09","417,00"
,"4,43",11/06/21 07:00,"4,98","3,95","19,48","16,82","16,10","417,00"
,"4,56",11/06/21 08:00,"7,89","3,87","19,76","17,38","16,07","417,00"
,"3,29",11/06/21 09:00,"9,57","2,74","20,05","17,53","16,10","417,00"
,"2,54",11/06/21 10:00,"11,18","2,17","20,18","17,37","16,20","417,00"
,"2,67",11/06/21 11:00,"12,01","2,28","20,25","17,45","16,25","417,00"
,"2,52",11/06/21 12:00,"12,47","2,18","20,24","17,36","16,17","417,00"
,"2,71",11/06/21 13:00,"12,80","2,32","20,31","17,36","16,16","417,00"
,"2,28",11/06/21 14:00,"12,63","1,75","20,33","17,21","16,27","417,00"
,"2,28",11/06/21 15:00,"11,45","1,79","20,29","16,98","16,18","417,00"
,"3,23",11/06/21 16:00,"9,41","2,94","20,17","17,40","16,15","417,00"
,"3,25",11/06/21 17:00,"8,02","2,77","20,04","17,59","16,11","417,00"
,"3,69",11/06/21 18:00,"6,85","3,32","20,09","17,85","16,11","417,00"
,"3,11",11/06/21 19:00,"5,99","2,75","19,99","17,68","16,15","417,00"
,"3,49",11/06/21 20:00,"5,99","2,98","19,98","17,75","16,12","417,00"
,"4,02",11/06/21 21:00,"5,36","3,44","19,73","17,58","16,10","417,00"
,"3,94",11/06/21 22:00,"5,11","3,50","19,71","17,47","16,14","417,00"
,"4,57",11/06/21 23:00,"5,25","3,97","19,59","17,35","16,10","417,00"
,"7,72",12/06/21 00:00,"1,00","7,49","18,91","17,31","15,65","417,00"
,"7,19",12/06/21 01:00,"0,59","6,71","20,19","19,59","16,67","417,00"
,"6,82",12/06/21 02:00,"0,10","6,34","20,31","19,99","16,84","417,00"
,"7,15",12/06/21 03:00,"0,04","6,80","19,80","18,88","16,59","417,00"
,"8,15",12/06/21 04:00,"0,00","7,74","19,46","18,15","16,13","417,00"
,"7,98",12/06/21 05:00,"-0,24","7,56","19,48","18,43","16,31","417,00"
,"8,37",12/06/21 06:00,"-0,23","7,94","19,39","18,22","16,26","417,00"
,"12,16",12/06/21 07:00,"-0,10","9,79","21,81","19,88","18,58","417,00"
,"11,26",12/06/21 08:00,"0,81","8,60","21,98","20,14","18,75","417,00"
,"12,71",12/06/21 09:00,"3,28","10,10","21,42","21,12","18,50","417,00"
,"8,72",12/06/21 10:00,"5,80","6,04","22,45","20,89","18,97","417,00"
,"6,21",12/06/21 11:00,"6,83","5,02","22,45","20,72","18,96","417,00"
,"5,39",12/06/21 12:00,"7,46","4,87","22,54","20,76","19,03","417,00"
,"7,41",12/06/21 13:00,"8,03","4,72","22,68","20,90","19,00","417,00"
,"7,31",12/06/21 14:00,"6,89","4,63","22,83","21,10","18,95","417,00"
,"7,44",12/06/21 15:00,"4,52","4,73","22,81","21,18","18,88","417,00"
,"7,81",12/06/21 16:00,"2,51","5,18","22,07","20,73","18,70","417,00"
,"5,90",12/06/21 17:00,"1,79","3,19","20,33","18,45","16,95","417,00"
,"5,46",12/06/21 18:00,"1,10","4,99","19,42","17,17","16,08","417,00"
,"4,84",12/06/21 19:00,"0,72","4,42","19,22","16,86","15,95","417,00"
,"6,50",12/06/21 20:00,"0,73","5,75","19,11","16,80","15,95","417,00"
,"6,49",12/06/21 21:00,"0,17","6,25","18,99","16,64","16,04","417,00"
,"5,41",12/06/21 22:00,"0,71","5,13","18,93","16,64","16,02","417,00"
,"5,96",12/06/21 23:00,"0,80","5,48","18,88","16,68","15,84","417,00"
,"0,66",10/07/21 00:00,,"0,09","19,74","19,54","19,53","417,00"
,"0,66",10/07/21 01:00,,"0,09","19,65","19,51","19,43","417,00"
,"0,65",10/07/21 02:00,,"0,09","19,60","19,47","19,35","417,00"
,"0,65",10/07/21 03:00,,"0,09","19,60","19,40","19,33","417,00"
,"0,66",10/07/21 04:00,,"0,09","19,51","19,37","19,24","417,00"
,"1,19",10/07/21 05:00,,"0,09","19,52","19,28","19,24","417,00"
,"2,90",10/07/21 06:00,,"0,09","19,52","19,36","19,29","417,00"
,"2,90",10/07/21 07:00,,"0,09","19,69","19,42","19,43","417,00"
,"2,88",10/07/21 08:00,,"0,09","19,78","19,46","19,52","417,00"
,"2,88",10/07/21 09:00,,"0,09","19,90","19,49","19,63","417,00"
,"1,55",10/07/21 10:00,,"0,09","20,05","19,55","19,67","417,00"
,"0,69",10/07/21 11:00,,"0,09","20,09","19,46","19,60","417,00"
,"2,62",10/07/21 12:00,,"0,09","20,26","19,53","19,72","417,00"
,"2,81",10/07/21 13:00,,"0,09","20,43","19,68","19,95","417,00"
,"2,80",10/07/21 14:00,,"0,09","20,81","19,78","20,37","417,00"
,"2,82",10/07/21 15:00,,"0,09","20,76","19,85","20,35","417,00"
,"2,28",10/07/21 16:00,,"0,09","20,52","19,83","20,10","417,00"
,"0,66",10/07/21 17:00,,"0,09","20,30","19,67","19,87","417,00"
,"0,66",10/07/21 18:00,,"0,09","20,20","19,53","19,76","417,00"
,"0,64",10/07/21 19:00,,"0,09","20,08","19,49","19,66","417,00"
,"0,64",10/07/21 20:00,,"0,09","19,89","19,44","19,62","417,00"
,"0,65",10/07/21 21:00,,"0,09","19,86","19,41","19,58","417,00"
,"0,66",10/07/21 22:00,,"0,09","19,80","19,36","19,55","417,00"
,"0,65",10/07/21 23:00,,"0,09","19,73","19,32","19,51","417,00"
,"4,72",11/07/21 00:00,"5,33","4,35","19,78","17,76","16,16","417,00"
,"4,98",11/07/21 01:00,"5,75","4,42","19,67","17,66","16,04","417,00"
,"4,63",11/07/21 02:00,"5,72","4,18","19,40","17,20","16,06","417,00"
,"6,05",11/07/21 03:00,"6,13","5,67","19,20","16,65","15,90","417,00"
,"5,16",11/07/21 04:00,"6,44","4,86","19,21","16,64","16,01","417,00"
,"5,66",11/07/21 05:00,"6,25","5,20","19,11","16,62","15,99","417,00"
,"4,78",11/07/21 06:00,"6,41","4,46","19,15","16,74","16,04","417,00"
,"5,59",11/07/21 07:00,"6,43","5,48","19,10","16,62","16,00","417,00"
,"4,52",11/07/21 08:00,"7,80","4,33","19,37","16,96","15,97","417,00"
,"3,80",11/07/21 09:00,"9,57","3,49","19,99","17,81","16,04","417,00"
,"3,11",11/07/21 10:00,"11,37","2,67","20,17","17,60","16,10","417,00"
,"2,71",11/07/21 11:00,"12,12","2,22","20,19","17,53","16,12","417,00"
,"2,88",11/07/21 12:00,"12,89","2,35","20,22","17,45","16,17","417,00"
,"2,69",11/07/21 13:00,"13,37","2,22","20,25","17,37","16,10","417,00"
,"2,69",11/07/21 14:00,"13,44","2,22","20,37","17,27","16,23","417,00"
,"2,74",11/07/21 15:00,"11,98","2,25","20,39","17,25","16,20","417,00"
,"3,03",11/07/21 16:00,"9,76","2,70","20,11","17,57","16,09","417,00"
,"3,90",11/07/21 17:00,"8,08","3,45","20,10","17,81","16,10","417,00"
,"3,28",11/07/21 18:00,"7,53","2,83","19,99","17,74","16,08","417,00"
,"3,37",11/07/21 19:00,"7,04","2,95","19,97","17,91","16,07","417,00"
,"4,11",11/07/21 20:00,"7,03","3,95","19,78","17,71","16,08","417,00"
,"4,03",11/07/21 21:00,"7,20","3,71","19,87","17,85","16,09","417,00"
,"3,67",11/07/21 22:00,"8,00","3,37","19,57","17,28","16,11","417,00"
,"4,36",11/07/21 23:00,"7,90","4,04","19,41","17,13","15,96","417,00"
,"6,76",12/07/21 00:00,"0,72","6,46","19,01","16,61","15,78","417,00"
,"6,71",12/07/21 01:00,"0,13","6,17","18,97","16,82","15,85","417,00"
,"7,37",12/07/21 02:00,"0,10","6,91","18,82","16,99","15,80","417,00"
,"7,38",12/07/21 03:00,"0,20","7,30","18,79","16,86","15,82","417,00"
,"7,20",12/07/21 04:00,"0,37","7,02","18,85","17,02","15,78","417,00"
,"6,90",12/07/21 05:00,"0,70","6,41","18,76","17,03","15,69","417,00"
,"9,55",12/07/21 06:00,"0,43","9,02","19,40","18,04","16,14","417,00"
,"13,14",12/07/21 07:00,"0,53","10,61","21,29","20,69","18,13","417,00"
,"13,28",12/07/21 08:00,"2,01","10,72","21,51","21,42","18,45","417,00"
,"12,43",12/07/21 09:00,"4,22","9,80","21,59","21,19","18,29","417,00"
,"9,78",12/07/21 10:00,"5,64","7,12","22,35","21,55","18,83","417,00"
,"6,22",12/07/21 11:00,"6,93","5,12","21,87","20,76","18,59","417,00"
,"5,41",12/07/21 12:00,"7,82","4,83","22,49","21,00","18,90","417,00"
,"7,34",12/07/21 13:00,"8,29","4,66","22,73","21,09","19,00","417,00"
,"7,22",12/07/21 14:00,"7,20","4,52","22,88","21,23","18,87","417,00"
,"7,26",12/07/21 15:00,"4,71","4,57","22,81","21,28","18,91","417,00"
,"8,17",12/07/21 16:00,"2,76","5,52","22,16","20,88","18,67","417,00"
,"4,98",12/07/21 17:00,"1,62","2,95","20,25","18,39","16,83","417,00"
,"5,00",12/07/21 18:00,"1,65","4,47","19,46","17,26","16,15","417,00"
,"6,10",12/07/21 19:00,"1,46","5,36","19,13","16,73","15,86","417,00"
,"6,17",12/07/21 20:00,"1,50","5,38","19,22","16,90","15,99","417,00"
,"5,76",12/07/21 21:00,"1,94","5,64","19,11","16,82","15,95","417,00"
,"5,06",12/07/21 22:00,"1,76","4,92","18,99","16,57","16,02","417,00"
,"7,30",12/07/21 23:00,"1,53","6,82","18,90","16,81","15,77","417,00"
,"0,66",10/08/21 00:00,,"0,09","19,63","19,27","19,39","417,00"
,"0,65",10/08/21 01:00,,"0,09","19,60","19,23","19,35","417,00"
,"0,65",10/08/21 02:00,,"0,09","19,58","19,17","19,28","417,00"
,"0,66",10/08/21 03:00,,"0,09","19,52","19,12","19,24","417,00"
,"0,65",10/08/21 04:00,,"0,09","19,47","19,06","19,19","417,00"
,"0,65",10/08/21 05:00,,"0,09","19,43","19,04","19,14","417,00"
,"2,52",10/08/21 06:00,,"0,09","19,48","19,09","19,15","417,00"
,"2,81",10/08/21 07:00,,"0,09","19,53","19,17","19,28","417,00"
,"2,81",10/08/21 08:00,,"0,09","19,70","19,28","19,39","417,00"
,"2,81",10/08/21 09:00,,"0,09","19,78","19,33","19,43","417,00"
,"1,19",10/08/21 10:00,,"0,09","19,81","19,32","19,51","417,00"
,"0,64",10/08/21 11:00,,"0,09","19,90","19,26","19,45","417,00"
,"2,43",10/08/21 12:00,,"0,09","20,14","19,35","19,59","417,00"
,"2,82",10/08/21 13:00,,"0,09","20,33","19,52","19,81","417,00"
,"2,82",10/08/21 14:00,,"0,09","20,63","19,65","20,19","417,00"
,"2,84",10/08/21 15:00,,"0,09","20,74","19,69","20,31","417,00"
,"2,33",10/08/21 16:00,,"0,09","20,52","19,69","20,09","417,00"
,"0,66",10/08/21 17:00,,"0,09","20,28","19,58","19,86","417,00"
,"0,65",10/08/21 18:00,,"0,09","20,19","19,46","19,72","417,00"
,"0,65",10/08/21 19:00,,"0,09","20,08","19,38","19,64","417,00"
,"0,65",10/08/21 20:00,,"0,09","19,97","19,40","19,61","417,00"
,"0,65",10/08/21 21:00,,"0,09","19,92","19,32","19,55","417,00"
,"0,65",10/08/21 22:00,,"0,09","19,83","19,31","19,51","417,00"
,"0,66",10/08/21 23:00,,"0,09","19,80","19,26","19,48","417,00"
,"4,84",11/08/21 00:00,"7,90","4,54","19,51","17,10","15,83","417,00"
,"4,42",11/08/21 01:00,"7,59","4,09","19,38","17,01","16,01","417,00"
,"4,02",11/08/21 02:00,"7,69","3,78","19,48","17,16","16,04","417,00"
,"4,52",11/08/21 03:00,"7,43","4,44","19,57","17,37","16,02","417,00"
,"5,17",11/08/21 04:00,"7,24","4,86","19,37","17,11","15,82","417,00"
,"4,28",11/08/21 05:00,"6,80","3,86","19,39","16,97","15,85","417,00"
,"5,06",11/08/21 06:00,"7,39","4,56","20,07","17,99","16,20","417,00"
,"8,07",11/08/21 07:00,"7,48","5,48","22,08","19,44","18,36","417,00"
,"7,94",11/08/21 08:00,"7,98","5,12","22,42","19,74","18,81","417,00"
,"7,82",11/08/21 09:00,"8,28","4,99","22,54","20,02","18,91","417,00"
,"7,62",11/08/21 10:00,"9,36","4,81","22,70","20,18","18,91","417,00"
,"5,89",11/08/21 11:00,"9,77","4,58","22,84","20,36","18,90","417,00"
,"5,02",11/08/21 12:00,"10,74","4,42","22,93","20,48","18,89","417,00"
,"6,90",11/08/21 13:00,"10,86","4,24","22,84","20,52","18,78","417,00"
,"7,36",11/08/21 14:00,"10,50","4,61","22,83","20,48","18,76","417,00"
,"7,56",11/08/21 15:00,"10,24","4,81","22,87","20,92","18,86","417,00"
,"6,97",11/08/21 16:00,"9,25","4,16","22,53","20,59","18,57","417,00"
,"3,65",11/08/21 17:00,"8,75","1,38","20,95","18,67","17,45","417,00"
,"1,98",11/08/21 18:00,"8,08","1,31","19,73","16,82","16,08","417,00"
,"2,47",11/08/21 19:00,"7,94","1,93","19,89","17,48","16,13","417,00"
,"2,81",11/08/21 20:00,"7,29","2,45","19,89","17,58","16,06","417,00"
,"3,29",11/08/21 21:00,"6,47","2,84","19,92","17,53","16,13","417,00"
,"3,68",11/08/21 22:00,"6,39","3,06","19,76","17,49","16,13","417,00"
,"3,98",11/08/21 23:00,"5,94","3,38","19,99","17,87","16,12","417,00"
,"6,49",12/08/21 00:00,"1,11","6,29","18,81","16,75","15,69","417,00"
,"6,44",12/08/21 01:00,"1,43","5,91","18,82","16,75","15,88","417,00"
,"6,36",12/08/21 02:00,"1,88","5,95","18,82","16,84","15,88","417,00"
,"6,62",12/08/21 03:00,"2,40","6,49","18,90","16,92","15,81","417,00"
,"6,34",12/08/21 04:00,"2,38","6,13","18,76","16,63","15,72","417,00"
,"7,24",12/08/21 05:00,"2,21","6,72","18,93","17,12","15,75","417,00"
,"8,86",12/08/21 06:00,"2,43","8,37","19,37","17,68","16,08","417,00"
,"9,47",12/08/21 07:00,"2,51","8,98","22,12","19,57","18,64","417,00"
,"7,65",12/08/21 08:00,"2,81","7,13","22,17","20,05","18,69","417,00"
,"7,96",12/08/21 09:00,"2,99","7,41","22,19","20,26","18,70","417,00"
,"8,19",12/08/21 10:00,"2,89","7,67","22,25","20,36","18,70","417,00"
,"9,23",12/08/21 11:00,"2,66","8,71","21,61","20,25","18,74","417,00"
,"9,82",12/08/21 12:00,"2,59","9,33","21,56","21,42","18,49","417,00"
,"9,48",12/08/21 13:00,"2,35","8,97","21,49","21,25","18,43","417,00"
,"9,87",12/08/21 14:00,"2,16","9,37","21,60","21,66","18,65","417,00"
,"8,85",12/08/21 15:00,"2,05","8,35","22,04","22,04","18,84","417,00"
,"9,20",12/08/21 16:00,"1,80","8,69","21,88","22,09","18,70","417,00"
,"6,26",12/08/21 17:00,"1,51","6,01","19,83","18,66","16,86","417,00"
,"6,06",12/08/21 18:00,"1,52","5,78","19,04","17,19","15,96","417,00"
,"6,12",12/08/21 19:00,"1,46","6,23","18,88","16,81","15,87","417,00"
,"6,79",12/08/21 20:00,"1,50","6,81","18,96","16,87","15,82","417,00"
,"5,62",12/08/21 21:00,"1,51","5,70","18,86","16,75","16,01","417,00"
,"6,24",12/08/21 22:00,"1,37","6,14","18,82","16,69","15,90","417,00"
,"6,21",12/08/21 23:00,"1,32","6,14","18,80","16,77","15,78","417,00"
,"0,66",10/09/21 00:00,,"0,09","19,76","19,23","19,43","417,00"
,"0,67",10/09/21 01:00,,"0,09","19,73","19,24","19,40","417,00"
,"0,66",10/09/21 02:00,,"0,09","19,71","19,16","19,33","417,00"
,"0,66",10/09/21 03:00,,"0,09","19,67","19,13","19,33","417,00"
,"0,65",10/09/21 04:00,,"0,09","19,60","19,12","19,27","417,00"
,"0,65",10/09/21 05:00,,"0,09","19,60","19,05","19,21","417,00"
,"0,64",10/09/21 06:00,,"0,09","19,55","19,04","19,20","417,00"
,"0,64",10/09/21 07:00,,"0,09","19,51","18,99","19,14","417,00"
,"0,65",10/09/21 08:00,,"0,09","19,52","18,97","19,13","417,00"
,"0,65",10/09/21 09:00,,"0,09","19,52","18,96","19,12","417,00"
,"0,65",10/09/21 10:00,,"0,09","19,52","18,94","19,12","417,00"
,"0,66",10/09/21 11:00,,"0,09","19,53","18,94","19,14","417,00"
,"0,66",10/09/21 12:00,,"0,09","19,53","18,88","19,16","417,00"
,"0,66",10/09/21 13:00,,"0,09","19,67","18,93","19,20","417,00"
,"0,65",10/09/21 14:00,,"0,09","19,67","18,93","19,23","417,00"
,"0,65",10/09/21 15:00,,"0,09","19,61","18,89","19,15","417,00"
,"0,65",10/09/21 16:00,,"0,09","19,58","18,90","19,14","417,00"
,"0,65",10/09/21 17:00,,"0,09","19,48","18,86","19,11","417,00"
,"0,65",10/09/21 18:00,,"0,09","19,43","18,81","19,06","417,00"
,"0,65",10/09/21 19:00,,"0,09","19,38","18,84","19,06","417,00"
,"0,66",10/09/21 20:00,,"0,09","19,37","18,83","18,99","417,00"
,"0,66",10/09/21 21:00,,"0,09","19,29","18,77","18,95","417,00"
,"0,66",10/09/21 22:00,,"0,09","19,27","18,77","18,93","417,00"
,"0,67",10/09/21 23:00,,"0,09","19,24","18,75","18,89","417,00"
,"3,68",11/09/21 00:00,"5,93","3,26","19,82","17,53","16,18","417,00"
,"3,61",11/09/21 01:00,"6,25","3,14","19,71","17,37","16,14","417,00"
,"4,27",11/09/21 02:00,"5,45","3,87","19,75","17,53","16,15","417,00"
,"5,20",11/09/21 03:00,"6,38","4,98","19,47","17,26","16,06","417,00"
,"4,73",11/09/21 04:00,"6,85","4,17","19,43","17,06","15,93","417,00"
,"5,72",11/09/21 05:00,"6,47","5,13","19,43","17,03","15,82","417,00"
,"5,62",11/09/21 06:00,"6,36","5,13","19,60","17,47","16,22","417,00"
,"8,37",11/09/21 07:00,"6,99","5,92","22,09","19,63","18,45","417,00"
,"10,32",11/09/21 08:00,"8,03","7,50","21,60","19,96","18,17","417,00"
,"8,70",11/09/21 09:00,"9,87","5,90","22,66","21,33","18,92","417,00"
,"7,72",11/09/21 10:00,"11,04","4,92","22,92","20,90","18,96","417,00"
,"5,64",11/09/21 11:00,"11,35","4,38","22,79","20,72","18,69","417,00"
,"5,47",11/09/21 12:00,"11,87","4,58","22,91","20,47","18,79","417,00"
,"6,67",11/09/21 13:00,"12,14","3,85","22,80","20,57","18,70","417,00"
,"6,72",11/09/21 14:00,"12,21","3,90","22,70","20,32","18,58","417,00"
,"7,90",11/09/21 15:00,"11,34","5,15","23,09","21,15","18,80","417,00"
,"7,80",11/09/21 16:00,"10,05","5,02","22,79","21,41","18,81","417,00"
,"3,53",11/09/21 17:00,"9,55","1,09","20,96","18,83","17,48","417,00"
,"1,26",11/09/21 18:00,"9,40","0,65","19,78","16,78","16,11","417,00"
,"2,41",11/09/21 19:00,"8,97","1,89","19,81","17,14","16,01","417,00"
,"2,96",11/09/21 20:00,"8,57","2,27","19,92","17,58","16,15","417,00"
,"3,74",11/09/21 21:00,"8,07","2,93","19,89","17,48","16,16","417,00"
,"3,44",11/09/21 22:00,"8,28","2,85","20,00","17,67","16,14","417,00"
,"3,10",11/09/21 23:00,"8,71","2,56","19,99","17,69","16,13","417,00"
,"7,22",12/09/21 00:00,"1,38","6,99","18,69","16,83","15,74","417,00"
,"5,95",12/09/21 01:00,"1,50","5,88","18,93","16,97","15,86","417,00"
,"6,43",12/09/21 02:00,"1,66","6,23","18,80","17,08","15,78","417,00"
,"7,21",12/09/21 03:00,"1,44","7,08","18,58","16,65","15,66","417,00"
,"6,30",12/09/21 04:00,"1,51","6,03","18,82","17,18","15,79","417,00"
,"7,42",12/09/21 05:00,"1,05","6,92","18,62","16,68","15,61","417,00"
,"8,74",12/09/21 06:00,"1,04","8,01","18,81","16,95","15,67","417,00"
,"13,03",12/09/21 07:00,"1,22","10,75","21,11","19,28","17,99","417,00"
,"12,80",12/09/21 08:00,"2,02","10,15","21,33","20,76","18,25","417,00"
,"12,32",12/09/21 09:00,"3,08","9,70","21,55","21,06","18,39","417,00"
,"12,10",12/09/21 10:00,"4,03","9,48","21,94","21,32","18,75","417,00"
,"12,01",12/09/21 11:00,"4,18","10,62","23,32","21,94","19,77","417,00"
,"11,73",12/09/21 12:00,"4,53","11,29","23,64","21,12","20,20","417,00"
,"12,46",12/09/21 13:00,"4,38","10,34","23,69","21,19","20,25","417,00"
,"11,84",12/09/21 14:00,"4,05","9,23","22,94","21,59","19,68","417,00"
,"9,00",12/09/21 15:00,"3,08","6,33","23,44","21,40","19,81","417,00"
,"12,47",12/09/21 16:00,"2,19","9,84","22,91","21,41","19,88","417,00"
,"6,14",12/09/21 17:00,"1,87","3,34","21,06","19,95","17,91","417,00"
,"6,30",12/09/21 18:00,"1,33","3,76","19,36","17,03","16,09","417,00"
,"5,85",12/09/21 19:00,"1,03","5,04","19,35","17,14","16,09","417,00"
,"6,74",12/09/21 20:00,"0,69","6,32","18,94","16,65","15,82","417,00"
,"6,25",12/09/21 21:00,"0,12","5,85","18,99","16,64","15,88","417,00"
,"6,57",12/09/21 22:00,"0,01","6,24","18,75","16,61","15,73","417,00"
,"6,59",12/09/21 23:00,"-0,38","6,43","18,82","16,78","15,70","417,00"
,"2,83",27/09/21 06:00,,"0,09","21,38","21,04","20,97","417,00"
,"2,86",27/09/21 07:00,,"0,09","21,46","21,26","21,13","417,00"
,"3,55",27/09/21 08:00,,"0,82","21,60","21,65","21,22","417,00"
,"3,97",27/09/21 09:00,,"1,21","21,63","21,80","21,23","417,00"
,"1,35",27/09/21 10:00,,"0,09","21,88","21,86","21,38","417,00"
,"1,56",27/09/21 11:00,,"0,09","22,00","21,79","21,42","417,00"
,"2,87",27/09/21 12:00,,"0,09","22,29","21,82","21,69","417,00"
